InsertionReason,TimeStamps,UnparsedData
1,4057455301,60414
1,4057455853,60415
129,4057455854,114
129,4057455857,104
129,4057455860,42
129,4057455863,1
129,4057455866,0
1,4057456302,60414
1,4057456854,60415
129,4057456855,115
129,4057456858,104
129,4057456861,42
129,4057456864,1
129,4057456867,0
1,4057457303,60414
1,4057457855,60415
129,4057457856,116
129,4057457859,104
129,4057457862,42
129,4057457865,1
