InsertionReason,TimeStamps,UnparsedData
129,16184186,64
129,16184189,36
129,16184192,0
129,16184195,0
1,16184631,65280
1,16185183,65535
129,16185185,9
129,16185188,64
129,16185191,36
129,16185194,0
129,16185197,0
1,16185632,65389
1,16185633,65280
1,16186185,65535
129,16186186,10
129,16186189,64
129,16186192,36
129,16186195,0
129,16186198,0
1,16186634,65280
1,16187186,65519
1,16187187,65535
129,16187188,11
129,16187191,64
129,16187194,36
129,16187197,0
129,16187200,0
1,16187635,65533
1,16187636,65280
1,16188188,65535
129,16188189,12
129,16188192,64
129,16188195,36
129,16188198,0
129,16188201,0
1,16188637,65280
1,16189189,65535
129,16189191,13
129,16189194,64
129,16189197,36
129,16189200,0
129,16189203,0
1,16189639,65280
1,16190190,65317
1,16190191,65535
129,16190192,14
129,16190195,64
129,16190198,36
129,16190201,0
129,16190204,0
1,16190640,65280
1,16191192,65535
129,16191194,15
129,16191197,64
129,16191200,36
129,16191203,0
129,16191206,0
1,16191641,65397
1,16191642,65280
1,16192193,65455
1,16192194,65535
129,16192195,16
129,16192198,64
129,16192201,36
129,16192204,0
129,16192207,0
1,16192643,65280
1,16193195,65535
129,16193197,17
129,16193200,64
129,16193203,36
129,16193206,0
129,16193209,0
1,16193644,65280
1,16194196,65447
1,16194197,65535
129,16194198,18
129,16194201,64
129,16194204,36
129,16194207,0
129,16194210,0
1,16194646,65280
1,16195197,65312
1,16195198,65535
129,16195199,19
129,16195202,64
129,16195205,36
129,16195208,0
129,16195211,0
1,16195647,65280
1,16196199,65455
1,16196200,65535
129,16196201,20
129,16196204,64
129,16196207,36
129,16196210,0
129,16196213,0
1,16196648,65405
1,16196649,65280
1,16197201,65535
129,16197202,21
129,16197205,64
129,16197208,36
129,16197211,0
129,16197214,0
1,16197650,65280
1,16198202,65519
1,16198203,65535
129,16198204,22
129,16198207,64
129,16198210,36
129,16198213,0
129,16198216,0
1,16198652,65280
1,16199204,65535
129,16199206,23
129,16199209,64
129,16199212,36
129,16199215,0
129,16199218,0
1,16199653,65280
1,16200205,65535
129,16200207,24
129,16200210,64
129,16200213,36
129,16200216,0
129,16200219,0
1,16200654,65317
1,16200655,65280
1,16201206,65317
1,16201207,65535
129,16201208,25
129,16201211,64
129,16201214,36
129,16201217,0
129,16201220,0
1,16201656,65280
1,16202208,65535
129,16202210,26
129,16202213,64
129,16202216,36
129,16202219,0
129,16202222,0
1,16202657,65405
1,16202658,65280
1,16203210,65535
129,16203211,27
129,16203214,64
129,16203217,36
129,16203220,0
129,16203223,0
1,16203659,65280
1,16204211,65535
129,16204213,28
129,16204216,64
129,16204219,36
129,16204222,0
129,16204225,0
1,16204660,65447
1,16204661,65280
1,16205213,65535
129,16205215,29
129,16205218,64
129,16205221,36
129,16205224,0
129,16205227,0
1,16205662,65280
1,16206214,65535
129,16206216,30
129,16206219,64
129,16206222,36
129,16206225,0
129,16206228,0
1,16206663,65317
1,16206664,65280
1,16207215,65445
1,16207216,65535
129,16207217,31
129,16207220,64
129,16207223,36
129,16207226,0
129,16207229,0
1,16207665,65280
1,16208217,65535
129,16208219,32
129,16208222,64
129,16208225,36
129,16208228,0
129,16208231,0
1,16208666,65280
1,16209218,65453
1,16209219,65535
129,16209220,33
129,16209223,64
129,16209226,36
129,16209229,0
129,16209232,0
1,16209668,65280
1,16210220,65535
129,16210222,34
129,16210225,64
129,16210228,36
129,16210231,0
129,16210234,0
1,16210669,65285
1,16210670,65280
1,16211221,65535
129,16211223,35
129,16211226,64
129,16211229,36
129,16211232,0
129,16211235,0
1,16211670,65407
1,16211671,65280
1,16212222,65312
1,16212223,65535
129,16212224,36
129,16212227,64
129,16212230,36
129,16212233,0
129,16212236,0
1,16212672,65280
1,16213224,65535
129,16213226,37
129,16213229,64
129,16213232,36
129,16213235,0
129,16213238,0
1,16213673,65533
1,16213674,65280
1,16214226,65535
129,16214228,38
129,16214231,64
129,16214234,36
129,16214237,0
129,16214240,0
1,16214675,65285
1,16214676,65280
1,16215227,65447
1,16215228,65535
129,16215229,39
129,16215232,64
129,16215235,36
129,16215238,0
129,16215241,0
1,16215677,65280
1,16216229,65535
129,16216231,40
129,16216234,64
129,16216237,36
129,16216240,0
129,16216243,0
1,16216678,65281
1,16216679,65280
1,16217230,65313
1,16217231,65535
129,16217232,41
129,16217235,64
129,16217238,36
129,16217241,0
129,16217244,0
1,16217680,65280
1,16218232,65535
129,16218234,42
129,16218237,64
129,16218240,36
129,16218243,0
129,16218246,0
1,16218681,65325
1,16218682,65280
1,16219233,65312
1,16219234,65535
129,16219235,43
129,16219238,64
129,16219241,36
129,16219244,0
129,16219247,0
1,16219683,65280
1,16220235,65519
1,16220236,65535
129,16220237,44
129,16220240,64
129,16220243,36
129,16220246,0
129,16220249,0
1,16220684,65469
1,16220685,65280
1,16221237,65535
129,16221239,45
129,16221242,64
129,16221245,36
129,16221248,0
129,16221251,0
1,16221686,65281
1,16221687,65280
1,16222238,65455
1,16222239,65535
129,16222240,46
129,16222243,64
129,16222246,36
129,16222249,0
129,16222252,0
1,16222688,65280
1,16223240,65535
129,16223242,47
129,16223245,64
129,16223248,36
129,16223251,0
129,16223254,0
1,16223689,65453
1,16223690,65280
1,16224241,65312
1,16224242,65535
129,16224243,48
129,16224246,64
129,16224249,36
129,16224252,0
129,16224255,0
1,16224691,65280
1,16225243,65455
1,16225244,65535
129,16225245,49
129,16225248,64
129,16225251,36
129,16225254,0
129,16225257,0
1,16225693,65280
1,16226245,65535
129,16226247,50
129,16226250,64
129,16226253,36
129,16226256,0
129,16226259,0
1,16226694,65281
1,16226695,65280
1,16227246,65327
1,16227247,65535
129,16227248,51
129,16227251,64
129,16227254,36
129,16227257,0
129,16227260,0
1,16227696,65280
1,16228248,65535
129,16228250,52
129,16228253,64
129,16228256,36
129,16228259,0
129,16228262,0
1,16228697,65317
1,16228698,65280
1,16229249,65312
1,16229250,65535
129,16229251,53
129,16229254,64
129,16229257,36
129,16229260,0
129,16229263,0
1,16229699,65280
1,16230251,65535
129,16230253,54
129,16230256,64
129,16230259,36
129,16230262,0
129,16230265,0
1,16230700,65525
1,16230701,65280
1,16231252,65453
1,16231253,65535
129,16231254,55
129,16231257,64
129,16231260,36
129,16231263,0
129,16231266,0
1,16231702,65280
1,16232254,65535
129,16232256,56
129,16232259,64
129,16232262,36
129,16232265,0
129,16232268,0
1,16232703,65312
1,16232704,65280
1,16233255,65445
1,16233256,65535
129,16233257,57
129,16233260,64
129,16233263,36
129,16233266,0
129,16233269,0
1,16233705,65280
1,16234257,65535
129,16234258,58
129,16234261,64
129,16234264,36
129,16234267,0
129,16234270,0
1,16234706,65280
1,16235258,65455
1,16235259,65535
129,16235260,59
129,16235263,64
129,16235266,36
129,16235269,0
129,16235272,0
1,16235708,65280
1,16236260,65535
129,16236262,60
129,16236265,64
129,16236268,36
129,16236271,0
129,16236274,0
1,16236709,65280
1,16237261,65447
1,16237262,65535
129,16237263,61
129,16237266,64
129,16237269,36
129,16237272,0
129,16237275,0
1,16237711,65280
1,16238263,65535
129,16238265,62
129,16238268,64
129,16238271,36
129,16238274,0
129,16238277,0
1,16238712,65317
1,16238713,65280
1,16239264,65316
1,16239265,65535
129,16239266,63
129,16239269,64
129,16239272,36
129,16239275,0
129,16239278,0
1,16239714,65280
1,16240266,65535
129,16240268,64
129,16240271,64
129,16240274,36
129,16240277,0
129,16240280,0
1,16240715,65341
1,16240716,65280
1,16241267,65281
1,16241268,65535
129,16241269,65
129,16241272,64
129,16241275,36
129,16241278,0
129,16241281,0
1,16241717,65280
1,16242269,65471
1,16242270,65535
129,16242271,66
129,16242274,64
129,16242277,36
129,16242280,0
129,16242283,0
1,16242718,65533
1,16242719,65280
1,16243270,65313
1,16243271,65535
129,16243272,67
129,16243275,64
129,16243278,36
129,16243281,0
129,16243284,0
1,16243720,65280
1,16244272,65535
129,16244274,68
129,16244277,64
129,16244280,36
129,16244283,0
129,16244286,0
1,16244722,65280
1,16245274,65535
129,16245276,69
129,16245279,64
129,16245282,36
129,16245285,0
129,16245288,0
1,16245723,65280
1,16246275,65317
1,16246276,65535
129,16246277,70
129,16246280,64
129,16246283,36
129,16246286,0
129,16246289,0
1,16246725,65280
1,16247276,65313
1,16247277,65535
129,16247278,71
129,16247281,64
129,16247284,36
129,16247287,0
129,16247291,0
1,16247726,65280
1,16248278,65535
129,16248280,72
129,16248283,64
129,16248286,36
129,16248289,0
129,16248292,0
1,16248727,65284
1,16248728,65280
1,16249279,65455
1,16249280,65535
129,16249281,73
129,16249284,64
129,16249287,36
129,16249290,0
129,16249293,0
1,16249729,65280
1,16250281,65535
129,16250283,74
129,16250286,64
129,16250289,36
129,16250292,0
129,16250295,0
1,16250730,65285
1,16250731,65280
1,16251282,65445
1,16251283,65535
129,16251284,75
129,16251287,64
129,16251290,36
129,16251293,0
129,16251296,0
1,16251732,65280
1,16252284,65535
129,16252286,76
129,16252289,64
129,16252292,36
129,16252295,0
129,16252298,0
1,16252733,65313
1,16252734,65280
1,16253285,65313
1,16253286,65535
129,16253287,77
129,16253290,64
129,16253293,36
129,16253296,0
129,16253299,0
1,16253735,65280
1,16254287,65535
129,16254289,78
129,16254292,64
129,16254295,36
129,16254298,0
129,16254301,0
1,16254736,65343
1,16254737,65280
1,16255289,65535
129,16255290,79
129,16255293,64
129,16255296,36
129,16255299,0
129,16255302,0
1,16255738,65280
1,16256290,65471
1,16256291,65535
129,16256292,80
129,16256295,64
129,16256298,36
129,16256301,0
129,16256304,0
1,16256740,65280
1,16257292,65535
129,16257294,81
129,16257297,64
129,16257300,36
129,16257303,0
129,16257306,0
1,16257741,65281
1,16257742,65280
1,16258293,65511
1,16258294,65535
129,16258295,82
129,16258298,64
129,16258301,36
129,16258304,0
129,16258307,0
1,16258743,65280
1,16259294,65327
1,16259295,65535
129,16259296,83
129,16259299,64
129,16259302,36
129,16259305,0
129,16259308,0
1,16259744,65280
1,16260296,65535
129,16260298,84
129,16260301,64
129,16260304,36
129,16260307,0
129,16260310,0
1,16260745,65324
1,16260746,65280
1,16261297,65284
1,16261298,65535
129,16261299,85
129,16261302,64
129,16261305,36
129,16261308,0
129,16261311,0
1,16261747,65280
1,16262299,65327
1,16262300,65535
129,16262301,86
129,16262304,64
129,16262307,36
129,16262310,0
129,16262313,0
1,16262749,65280
1,16263301,65535
129,16263303,87
129,16263306,64
129,16263309,36
129,16263312,0
129,16263315,0
1,16263750,65313
1,16263751,65280
1,16264302,65455
1,16264303,65535
129,16264304,88
129,16264307,64
129,16264310,36
129,16264313,0
129,16264316,0
1,16264752,65280
1,16265304,65535
129,16265306,89
129,16265309,64
129,16265312,36
129,16265315,0
129,16265318,0
1,16265753,65509
1,16265754,65280
1,16266305,65284
1,16266306,65535
129,16266307,90
129,16266310,64
129,16266313,36
129,16266316,0
129,16266319,0
1,16266755,65280
1,16267307,65535
129,16267309,91
129,16267312,64
129,16267315,36
129,16267318,0
129,16267321,0
1,16267756,65333
1,16267757,65280
1,16268308,65455
1,16268309,65535
129,16268310,92
129,16268313,64
129,16268316,36
129,16268319,0
129,16268322,0
1,16268758,65280
1,16269310,65535
129,16269312,93
129,16269315,64
129,16269318,36
129,16269321,0
129,16269324,0
1,16269759,65284
1,16269760,65280
1,16270311,65471
1,16270312,65535
129,16270313,94
129,16270316,64
129,16270319,36
129,16270322,0
129,16270325,0
1,16270761,65280
1,16271313,65535
129,16271315,95
129,16271318,64
129,16271321,36
129,16271324,0
129,16271327,0
1,16271762,65280
1,16272314,65445
1,16272315,65535
129,16272316,96
129,16272319,64
129,16272322,36
129,16272325,0
129,16272328,0
1,16272764,65280
1,16273315,65315
1,16273316,65535
129,16273317,97
129,16273320,64
129,16273323,36
129,16273326,0
129,16273329,0
1,16273765,65280
1,16274317,65535
129,16274319,98
129,16274322,64
129,16274325,36
129,16274328,0
129,16274331,0
1,16274766,65519
1,16274767,65280
1,16275319,65535
129,16275320,99
129,16275323,64
129,16275326,36
129,16275329,0
129,16275332,0
1,16275768,65280
1,16276320,65447
1,16276321,65535
129,16276322,100
129,16276325,64
129,16276328,36
129,16276331,0
129,16276334,0
1,16276770,65280
1,16277322,65535
129,16277324,101
129,16277327,64
129,16277330,36
129,16277333,0
129,16277336,0
1,16277771,65284
1,16277772,65280
1,16278323,65319
1,16278324,65535
129,16278325,102
129,16278328,64
129,16278331,36
129,16278334,0
129,16278337,0
1,16278773,65280
1,16279325,65535
129,16279327,103
129,16279330,64
129,16279333,36
129,16279336,0
129,16279339,0
1,16279774,65317
1,16279775,65280
1,16280326,65313
1,16280327,65535
129,16280328,104
129,16280331,64
129,16280334,36
129,16280337,0
129,16280340,0
1,16280776,65280
1,16281328,65535
129,16281330,105
129,16281333,64
129,16281336,36
129,16281339,0
129,16281342,0
1,16281777,65461
1,16281778,65280
1,16282330,65535
129,16282331,106
129,16282334,64
129,16282337,36
129,16282340,0
129,16282343,0
1,16282779,65280
1,16283331,65471
1,16283332,65535
129,16283333,107
129,16283336,64
129,16283339,36
129,16283342,0
129,16283345,0
1,16283780,65333
1,16283781,65280
1,16284333,65535
129,16284335,108
129,16284338,64
129,16284341,36
129,16284344,0
129,16284347,0
1,16284782,65280
1,16285334,65313
1,16285335,65535
129,16285336,109
129,16285339,64
129,16285342,36
129,16285345,0
129,16285348,0
1,16285784,65280
1,16286336,65535
129,16286338,110
129,16286341,64
129,16286344,36
129,16286347,0
129,16286350,0
1,16286785,65333
1,16286786,65280
1,16287338,65535
129,16287339,111
129,16287342,64
129,16287345,36
129,16287348,0
129,16287351,0
1,16287787,65280
1,16288339,65455
1,16288340,65535
129,16288341,112
129,16288344,64
129,16288347,36
129,16288350,0
129,16288353,0
1,16288789,65280
1,16289341,65535
129,16289343,113
129,16289349,36
129,16289355,0
1,16289790,65284
1,16289791,65280
1,16290342,65455
1,16290343,65535
129,16290344,114
129,16290347,64
129,16290350,36
129,16290353,0
129,16290356,0
1,16290792,65280
1,16291344,65535
129,16291346,115
129,16291349,64
129,16291352,36
129,16291355,0
129,16291358,0
1,16291793,65312
1,16291794,65280
1,16292345,65447
1,16292346,65535
129,16292347,116
129,16292350,64
129,16292353,36
129,16292356,0
129,16292359,0
1,16292795,65280
1,16293347,65535
129,16293348,117
129,16293351,64
129,16293354,36
129,16293357,0
129,16293360,0
1,16293796,65280
1,16294348,65535
129,16294350,118
129,16294353,64
129,16294356,36
129,16294359,0
129,16294362,0
1,16294798,65280
1,16295350,65535
129,16295352,119
129,16295355,64
129,16295358,36
129,16295361,0
129,16295364,0
1,16295799,65280
1,16296351,65535
129,16296353,120
129,16296356,64
129,16296359,36
129,16296362,0
129,16296365,0
1,16296800,65381
1,16296801,65280
1,16297352,65316
1,16297353,65535
129,16297354,121
129,16297357,64
129,16297360,36
129,16297363,0
129,16297366,0
1,16297802,65280
1,16298354,65535
129,16298356,122
129,16298359,64
129,16298362,36
129,16298365,0
129,16298368,0
1,16298803,65471
1,16298804,65280
1,16299355,65312
1,16299356,65535
129,16299357,123
129,16299360,64
129,16299363,36
129,16299366,0
129,16299369,0
1,16299805,65280
1,16300357,65455
1,16300358,65535
129,16300359,124
129,16300362,64
129,16300365,36
129,16300368,0
129,16300371,0
1,16300807,65280
1,16301358,65455
1,16301359,65535
129,16301360,125
129,16301363,64
129,16301366,36
129,16301369,0
129,16301372,0
1,16301808,65280
1,16302360,65535
129,16302362,126
129,16302365,64
129,16302368,36
129,16302371,0
129,16302374,0
1,16302809,65317
1,16302810,65280
1,16303361,65316
1,16303362,65535
129,16303363,127
129,16303366,64
129,16303369,36
129,16303372,0
129,16303375,0
1,16303811,65280
1,16304363,65455
1,16304364,65535
129,16304365,0
129,16304368,65
129,16304371,36
129,16304374,0
129,16304377,0
1,16304812,65397
1,16304813,65280
1,16305365,65535
129,16305366,1
129,16305369,65
129,16305372,36
129,16305375,0
129,16305378,0
1,16305814,65280
1,16306366,65519
1,16306367,65535
129,16306368,2
129,16306371,65
129,16306374,36
129,16306377,0
129,16306380,0
1,16306816,65280
1,16307367,65317
1,16307368,65535
129,16307369,3
129,16307372,65
129,16307375,36
129,16307378,0
129,16307381,0
1,16307817,65280
1,16308369,65535
129,16308371,4
129,16308374,65
129,16308377,36
129,16308380,0
129,16308383,0
1,16308818,65397
1,16308819,65280
1,16309370,65455
1,16309371,65535
129,16309372,5
129,16309375,65
129,16309378,36
129,16309381,0
129,16309384,0
1,16309820,65280
1,16310372,65535
129,16310374,6
129,16310377,65
129,16310380,36
129,16310383,0
129,16310386,0
1,16310821,65284
1,16310822,65280
1,16311373,65319
1,16311374,65535
129,16311375,7
129,16311378,65
129,16311381,36
129,16311384,0
129,16311387,0
1,16311823,65280
1,16312374,65281
1,16312375,65535
129,16312376,8
129,16312379,65
129,16312382,36
129,16312385,0
129,16312388,0
1,16312824,65280
1,16313376,65535
129,16313378,9
129,16313381,65
129,16313384,36
129,16313387,0
129,16313390,0
1,16313825,65455
1,16313826,65280
1,16314377,65312
1,16314378,65535
129,16314379,10
129,16314382,65
129,16314385,36
129,16314388,0
129,16314391,0
1,16314827,65280
1,16315379,65447
1,16315380,65535
129,16315381,11
129,16315384,65
129,16315387,36
129,16315390,0
129,16315393,0
1,16315829,65280
1,16316381,65535
129,16316383,12
129,16316386,65
129,16316389,36
129,16316392,0
129,16316395,0
1,16316830,65281
1,16316831,65280
1,16317382,65455
1,16317383,65535
129,16317384,13
129,16317387,65
129,16317390,36
129,16317393,0
129,16317396,0
1,16317832,65280
1,16318384,65535
129,16318386,14
129,16318389,65
129,16318392,36
129,16318395,0
129,16318398,0
1,16318833,65325
1,16318834,65280
1,16319385,65313
1,16319386,65535
129,16319387,15
129,16319390,65
129,16319393,36
129,16319396,0
129,16319399,0
1,16319835,65280
1,16320387,65535
129,16320389,16
129,16320392,65
129,16320395,36
129,16320398,0
129,16320401,0
1,16320836,65399
1,16320837,65280
1,16321389,65535
129,16321391,17
129,16321394,65
129,16321397,36
129,16321400,0
129,16321403,0
1,16321838,65280
1,16322390,65455
1,16322391,65535
129,16322392,18
129,16322395,65
129,16322398,36
129,16322401,0
129,16322404,0
1,16322840,65280
1,16323392,65535
129,16323394,19
129,16323397,65
129,16323400,36
129,16323403,0
129,16323406,0
1,16323841,65281
1,16323842,65280
1,16324393,65313
1,16324394,65535
129,16324395,20
129,16324398,65
129,16324401,36
129,16324404,0
129,16324407,0
1,16324843,65280
1,16325395,65535
129,16325397,21
129,16325400,65
129,16325403,36
129,16325406,0
129,16325409,0
1,16325844,65405
1,16325845,65280
1,16326397,65535
129,16326399,22
129,16326404,36
129,16326410,0
1,16326846,65280
1,16327398,65455
1,16327399,65535
129,16327400,23
129,16327403,65
129,16327406,36
129,16327409,0
129,16327412,0
1,16327848,65280
1,16328400,65535
129,16328402,24
129,16328405,65
129,16328408,36
129,16328411,0
129,16328414,0
1,16328849,65281
1,16328850,65280
1,16329401,65319
1,16329402,65535
129,16329403,25
129,16329406,65
129,16329409,36
129,16329412,0
129,16329415,0
1,16329851,65280
1,16330403,65535
129,16330405,26
129,16330408,65
129,16330411,36
129,16330414,0
129,16330417,0
1,16330852,65317
1,16330853,65280
1,16331404,65317
1,16331405,65535
129,16331407,27
129,16331410,65
129,16331413,36
129,16331416,0
129,16331419,0
1,16331854,65280
1,16332406,65535
129,16332408,28
129,16332411,65
129,16332414,36
129,16332417,0
129,16332420,0
1,16332855,65281
1,16332856,65280
1,16333407,65319
1,16333408,65535
129,16333409,29
129,16333412,65
129,16333415,36
129,16333418,0
129,16333421,0
1,16333857,65280
1,16334409,65535
129,16334411,30
129,16334414,65
129,16334417,36
129,16334420,0
129,16334423,0
1,16334858,65317
1,16334859,65280
1,16335410,65535
129,16335412,31
129,16335415,65
129,16335418,36
129,16335421,0
129,16335424,0
1,16335860,65280
1,16336412,65535
129,16336414,32
129,16336417,65
129,16336423,0
1,16336861,65280
1,16337413,65511
1,16337414,65535
129,16337415,33
129,16337418,65
129,16337421,36
129,16337424,0
129,16337427,0
1,16337863,65280
1,16338415,65535
129,16338417,34
129,16338420,65
129,16338423,36
129,16338426,0
129,16338429,0
1,16338864,65317
1,16338865,65280
1,16339416,65453
1,16339417,65535
129,16339418,35
129,16339421,65
129,16339424,36
129,16339427,0
129,16339430,0
1,16339866,65280
1,16340418,65535
129,16340420,36
129,16340423,65
129,16340426,36
129,16340429,0
129,16340432,0
1,16340867,65341
1,16340868,65280
1,16341419,65316
1,16341420,65535
129,16341421,37
129,16341424,65
129,16341427,36
129,16341430,0
129,16341433,0
1,16341869,65280
1,16342421,65535
129,16342423,38
129,16342426,65
129,16342429,36
129,16342432,0
129,16342435,0
1,16342870,65383
1,16342871,65280
1,16343423,65535
129,16343424,39
129,16343427,65
129,16343430,36
129,16343433,0
129,16343436,0
1,16343872,65280
1,16344424,65519
1,16344425,65535
129,16344426,40
129,16344429,65
129,16344432,36
129,16344435,0
129,16344438,0
1,16344873,65343
1,16344874,65280
1,16345425,65312
1,16345426,65535
129,16345428,41
129,16345431,65
129,16345434,36
129,16345437,0
129,16345440,0
1,16345875,65280
1,16346427,65455
1,16346428,65535
129,16346429,42
129,16346432,65
129,16346435,36
129,16346438,0
129,16346441,0
1,16346877,65280
1,16347429,65535
129,16347431,43
129,16347434,65
129,16347437,36
129,16347440,0
129,16347443,0
1,16347878,65317
1,16347879,65280
1,16348431,65535
129,16348432,44
129,16348435,65
129,16348438,36
129,16348441,0
129,16348444,0
1,16348880,65280
1,16349432,65455
1,16349433,65535
129,16349434,45
129,16349437,65
129,16349440,36
129,16349443,0
129,16349446,0
1,16349881,65533
1,16349882,65280
1,16350433,65312
1,16350434,65535
129,16350439,65
129,16350445,0
1,16350883,65280
1,16351435,65471
1,16351436,65535
129,16351437,47
129,16351440,65
129,16351443,36
129,16351446,0
129,16351449,0
1,16351885,65280
1,16352437,65535
129,16352439,48
129,16352442,65
129,16352445,36
129,16352448,0
129,16352451,0
1,16352886,65284
1,16352887,65280
1,16353438,65319
1,16353439,65535
129,16353440,49
129,16353443,65
129,16353446,36
129,16353449,0
129,16353452,0
1,16353888,65280
1,16354440,65535
129,16354442,50
129,16354445,65
129,16354448,36
129,16354451,0
129,16354454,0
1,16354889,65333
1,16354890,65280
1,16355441,65519
1,16355442,65535
129,16355443,51
129,16355446,65
129,16355449,36
129,16355452,0
129,16355455,0
1,16355891,65280
1,16356443,65535
129,16356445,52
129,16356448,65
129,16356451,36
129,16356454,0
129,16356457,0
1,16356892,65280
1,16357444,65447
1,16357445,65535
129,16357446,53
129,16357449,65
129,16357452,36
129,16357455,0
129,16357458,0
1,16357894,65280
1,16358446,65535
129,16358447,54
129,16358450,65
129,16358453,36
129,16358456,0
129,16358459,0
1,16358895,65280
1,16359447,65447
1,16359448,65535
129,16359449,55
129,16359452,65
129,16359455,36
129,16359458,0
129,16359461,0
1,16359897,65280
1,16360449,65535
129,16360451,56
129,16360454,65
129,16360457,36
129,16360460,0
129,16360463,0
1,16360898,65280
1,16361450,65453
1,16361451,65535
129,16361452,57
129,16361455,65
129,16361458,36
129,16361461,0
129,16361464,0
1,16361900,65280
1,16362452,65535
129,16362454,58
129,16362457,65
129,16362460,36
129,16362463,0
129,16362466,0
1,16362901,65317
1,16362902,65280
1,16363453,65313
1,16363454,65535
129,16363455,59
129,16363458,65
129,16363461,36
129,16363464,0
129,16363467,0
1,16363903,65280
1,16364455,65519
1,16364456,65535
129,16364457,60
129,16364460,65
129,16364463,36
129,16364466,0
129,16364469,0
1,16364904,65333
1,16364905,65280
1,16365456,65285
1,16365457,65535
129,16365458,61
129,16365461,65
129,16365464,36
129,16365467,0
129,16365470,0
1,16365906,65280
1,16366458,65535
129,16366460,62
129,16366463,65
129,16366466,36
129,16366469,0
129,16366472,0
1,16366907,65335
1,16366908,65280
1,16367460,65535
129,16367461,63
129,16367464,65
129,16367467,36
129,16367470,0
129,16367473,0
1,16367909,65280
1,16368461,65455
1,16368462,65535
129,16368463,64
129,16368466,65
129,16368469,36
129,16368472,0
129,16368475,0
1,16368911,65280
1,16369463,65535
129,16369465,65
129,16369468,65
129,16369471,36
129,16369474,0
129,16369477,0
1,16369912,65280
1,16370464,65319
1,16370465,65535
129,16370466,66
129,16370469,65
129,16370472,36
129,16370475,0
129,16370478,0
1,16370914,65280
1,16371466,65535
129,16371467,67
129,16371470,65
129,16371473,36
129,16371476,0
129,16371480,0
1,16371915,65280
1,16372467,65535
129,16372469,68
129,16372472,65
129,16372475,36
129,16372478,0
129,16372481,0
1,16372916,65281
1,16372917,65280
1,16373468,65319
1,16373469,65535
129,16373470,69
129,16373473,65
129,16373476,36
129,16373479,0
129,16373482,0
1,16373918,65280
1,16374470,65535
129,16374472,70
129,16374475,65
129,16374478,36
129,16374481,0
129,16374484,0
1,16374919,65285
1,16374920,65280
1,16375471,65317
1,16375472,65535
129,16375473,71
129,16375476,65
129,16375479,36
129,16375482,0
129,16375485,0
1,16375921,65280
1,16376473,65519
1,16376474,65535
129,16376475,72
129,16376478,65
129,16376481,36
129,16376484,0
129,16376487,0
1,16376922,65469
1,16376923,65280
1,16377474,65312
1,16377475,65535
129,16377477,73
129,16377480,65
129,16377483,36
129,16377486,0
129,16377489,0
1,16377924,65280
1,16378476,65535
129,16378478,74
129,16378481,65
129,16378484,36
129,16378487,0
129,16378490,0
1,16378925,65285
1,16378926,65280
1,16379477,65317
1,16379478,65535
129,16379479,75
129,16379482,65
129,16379485,36
129,16379488,0
129,16379491,0
1,16379927,65280
1,16380479,65535
129,16380481,76
129,16380484,65
129,16380487,36
129,16380490,0
129,16380493,0
1,16380928,65341
1,16380929,65280
1,16381480,65312
1,16381481,65535
129,16381482,77
129,16381485,65
129,16381488,36
129,16381491,0
129,16381494,0
1,16381930,65280
1,16382482,65471
1,16382483,65535
129,16382484,78
129,16382487,65
129,16382490,36
129,16382493,0
129,16382496,0
1,16382931,65527
1,16382932,65280
1,16383483,65325
1,16383484,65535
129,16383485,79
129,16383488,65
129,16383491,36
129,16383494,0
129,16383497,0
1,16383933,65280
1,16384485,65535
129,16384487,80
129,16384490,65
129,16384493,36
129,16384496,0
129,16384499,0
1,16384934,65313
1,16384935,65280
1,16385486,65314
1,16385487,65535
129,16385488,81
129,16385491,65
129,16385494,36
129,16385497,0
129,16385500,0
1,16385936,65280
1,16386488,65455
1,16386489,65535
129,16386490,82
129,16386493,65
129,16386496,36
129,16386499,0
129,16386502,0
1,16386938,65280
1,16387490,65535
129,16387492,83
129,16387495,65
129,16387498,36
129,16387501,0
129,16387504,0
1,16387939,65312
1,16387940,65280
1,16388491,65314
1,16388492,65535
129,16388493,84
129,16388496,65
129,16388499,36
129,16388502,0
129,16388505,0
1,16388941,65280
1,16389493,65535
129,16389495,85
129,16389498,65
129,16389501,36
129,16389504,0
129,16389507,0
1,16389942,65383
1,16389943,65280
1,16390495,65535
129,16390496,86
129,16390499,65
129,16390502,36
129,16390505,0
129,16390508,0
1,16390944,65280
1,16391496,65519
1,16391497,65535
129,16391498,87
129,16391501,65
129,16391504,36
129,16391507,0
129,16391510,0
1,16391946,65280
1,16392497,65319
1,16392498,65535
129,16392499,88
129,16392502,65
129,16392505,36
129,16392508,0
129,16392511,0
1,16392947,65280
1,16393499,65535
129,16393501,89
129,16393504,65
129,16393507,36
129,16393510,0
129,16393513,0
1,16393948,65317
1,16393949,65280
1,16394500,65455
1,16394501,65535
129,16394502,90
129,16394505,65
129,16394508,36
129,16394511,0
129,16394514,0
1,16394949,65407
1,16394950,65280
1,16395502,65535
129,16395504,91
129,16395507,65
129,16395510,36
129,16395513,0
129,16395516,0
1,16395951,65312
1,16395952,65280
1,16396503,65447
1,16396504,65535
129,16396505,92
129,16396508,65
129,16396511,36
129,16396514,0
129,16396517,0
1,16396953,65280
1,16397504,65312
1,16397505,65535
