,TimeStamps,chunk_serial,UTCTimeStamp
2324,10804742.0,5327719,2024-07-03 21:00:44.128067
2325,10805743.0,5327720,2024-07-03 21:00:44.161433
2326,10806745.0,5327721,2024-07-03 21:00:44.194833
2327,10807746.0,5327722,2024-07-03 21:00:44.228200
2328,10808747.0,5327723,2024-07-03 21:00:44.261567
2329,10809749.0,5327724,2024-07-03 21:00:44.294967
2330,10810750.0,5327725,2024-07-03 21:00:44.328333
2331,10811752.0,5327726,2024-07-03 21:00:44.361733
2332,10812753.0,5327727,2024-07-03 21:00:44.395100
2333,10813754.0,5327728,2024-07-03 21:00:44.428467
2334,10814756.0,5327729,2024-07-03 21:00:44.461867
2335,10815757.0,5327730,2024-07-03 21:00:44.495233
2336,10816759.0,5327731,2024-07-03 21:00:44.528633
2337,10817760.0,5327732,2024-07-03 21:00:44.562000
2338,10818762.0,5327733,2024-07-03 21:00:44.595400
2339,10819763.0,5327734,2024-07-03 21:00:44.628767
2340,10820764.0,5327735,2024-07-03 21:00:44.662133
2341,10821766.0,5327736,2024-07-03 21:00:44.695533
2342,10822767.0,5327737,2024-07-03 21:00:44.728900
2343,10823769.0,5327738,2024-07-03 21:00:44.762300
2344,10824770.0,5327739,2024-07-03 21:00:44.795667
2345,10825771.0,5327740,2024-07-03 21:00:44.829033
2346,10826773.0,5327741,2024-07-03 21:00:44.862433
2347,10827774.0,5327742,2024-07-03 21:00:44.895800
2348,10828776.0,5327743,2024-07-03 21:00:44.929200
2349,10829777.0,5327744,2024-07-03 21:00:44.962567
2350,10830778.0,5327745,2024-07-03 21:00:44.995933
2351,10831780.0,5327746,2024-07-03 21:00:45.029333
2352,10832781.0,5327747,2024-07-03 21:00:45.062700
2353,10833783.0,5327748,2024-07-03 21:00:45.096100
2354,10834784.0,5327749,2024-07-03 21:00:45.129467
2355,10835786.0,5327750,2024-07-03 21:00:45.162867
2356,10836787.0,5327751,2024-07-03 21:00:45.196233
2357,10837788.0,5327752,2024-07-03 21:00:45.229600
2358,10838790.0,5327753,2024-07-03 21:00:45.263000
2359,10839791.0,5327754,2024-07-03 21:00:45.296367
2360,10840793.0,5327755,2024-07-03 21:00:45.329767
2361,10841794.0,5327756,2024-07-03 21:00:45.363133
2362,10842795.0,5327757,2024-07-03 21:00:45.396500
2363,10843797.0,5327758,2024-07-03 21:00:45.429900
2364,10844798.0,5327759,2024-07-03 21:00:45.463267
2365,10845800.0,5327760,2024-07-03 21:00:45.496667
2366,10846801.0,5327761,2024-07-03 21:00:45.530033
2367,10847802.0,5327762,2024-07-03 21:00:45.563400
2368,10848804.0,5327763,2024-07-03 21:00:45.596800
2369,10849806.0,5327764,2024-07-03 21:00:45.630200
2370,10850807.0,5327765,2024-07-03 21:00:45.663567
2371,10851808.0,5327766,2024-07-03 21:00:45.696933
2372,10852810.0,5327767,2024-07-03 21:00:45.730333
2373,10853811.0,5327768,2024-07-03 21:00:45.763700
2374,10854813.0,5327769,2024-07-03 21:00:45.797100
2375,10855814.0,5327770,2024-07-03 21:00:45.830467
2376,10856815.0,5327771,2024-07-03 21:00:45.863833
2377,10857817.0,5327772,2024-07-03 21:00:45.897233
2378,10858818.0,5327773,2024-07-03 21:00:45.930600
2379,10859820.0,5327774,2024-07-03 21:00:45.964000
2380,10860821.0,5327775,2024-07-03 21:00:45.997367
2381,10861822.0,5327776,2024-07-03 21:00:46.030733
2382,10862824.0,5327777,2024-07-03 21:00:46.064133
2383,10863825.0,5327778,2024-07-03 21:00:46.097500
2384,10864827.0,5327779,2024-07-03 21:00:46.130900
2385,10865828.0,5327780,2024-07-03 21:00:46.164267
2386,10866830.0,5327781,2024-07-03 21:00:46.197667
2387,10867831.0,5327782,2024-07-03 21:00:46.231033
2388,10868832.0,5327783,2024-07-03 21:00:46.264400
2389,10869834.0,5327784,2024-07-03 21:00:46.297800
2390,10870835.0,5327785,2024-07-03 21:00:46.331167
2391,10871837.0,5327786,2024-07-03 21:00:46.364567
2392,10872838.0,5327787,2024-07-03 21:00:46.397933
2393,10873839.0,5327788,2024-07-03 21:00:46.431300
2394,10874841.0,5327789,2024-07-03 21:00:46.464700
2395,10875842.0,5327790,2024-07-03 21:00:46.498067
2396,10876844.0,5327791,2024-07-03 21:00:46.531467
2397,10877845.0,5327792,2024-07-03 21:00:46.564833
2398,10878847.0,5327793,2024-07-03 21:00:46.598233
2399,10879848.0,5327794,2024-07-03 21:00:46.631600
2400,10880849.0,5327795,2024-07-03 21:00:46.664967
2401,10881851.0,5327796,2024-07-03 21:00:46.698367
2402,10882852.0,5327797,2024-07-03 21:00:46.731733
2403,10883854.0,5327798,2024-07-03 21:00:46.765133
2404,10884855.0,5327799,2024-07-03 21:00:46.798500
2405,10885857.0,5327800,2024-07-03 21:00:46.831900
2406,10886858.0,5327801,2024-07-03 21:00:46.865267
2407,10887859.0,5327802,2024-07-03 21:00:46.898633
2408,10888861.0,5327803,2024-07-03 21:00:46.932033
2409,10889862.0,5327804,2024-07-03 21:00:46.965400
2410,10890864.0,5327805,2024-07-03 21:00:46.998800
2411,10891865.0,5327806,2024-07-03 21:00:47.032167
2412,10892867.0,5327807,2024-07-03 21:00:47.065567
2413,10893868.0,5327808,2024-07-03 21:00:47.098933
2414,10894869.0,5327809,2024-07-03 21:00:47.132300
2415,10895870.0,5327810,2024-07-03 21:00:47.165667
2416,10896872.0,5327811,2024-07-03 21:00:47.199067
2417,10897873.0,5327812,2024-07-03 21:00:47.232433
2418,10898874.0,5327813,2024-07-03 21:00:47.265800
2419,10899876.0,5327814,2024-07-03 21:00:47.299200
2420,10900877.0,5327815,2024-07-03 21:00:47.332567
2421,10901878.0,5327816,2024-07-03 21:00:47.365933
2422,10902880.0,5327817,2024-07-03 21:00:47.399333
2423,10903881.0,5327818,2024-07-03 21:00:47.432700
2424,10904883.0,5327819,2024-07-03 21:00:47.466100
2425,10905884.0,5327820,2024-07-03 21:00:47.499467
2426,10906886.0,5327821,2024-07-03 21:00:47.532867
2427,10907887.0,5327822,2024-07-03 21:00:47.566233
2428,10908889.0,5327823,2024-07-03 21:00:47.599633
2429,10909890.0,5327824,2024-07-03 21:00:47.633000
2430,10910892.0,5327825,2024-07-03 21:00:47.666400
2431,10911893.0,5327826,2024-07-03 21:00:47.699767
2432,10912894.0,5327827,2024-07-03 21:00:47.733133
2433,10913896.0,5327828,2024-07-03 21:00:47.766533
2434,10914897.0,5327829,2024-07-03 21:00:47.799900
2435,10915899.0,5327830,2024-07-03 21:00:47.833300
2436,10916900.0,5327831,2024-07-03 21:00:47.866667
2437,10917901.0,5327832,2024-07-03 21:00:47.900033
2438,10918903.0,5327833,2024-07-03 21:00:47.933433
2439,10919904.0,5327834,2024-07-03 21:00:47.966800
2440,10920906.0,5327835,2024-07-03 21:00:48.000200
2441,10921907.0,5327836,2024-07-03 21:00:48.033567
2442,10922909.0,5327837,2024-07-03 21:00:48.066967
2443,10923910.0,5327838,2024-07-03 21:00:48.100333
2444,10924912.0,5327839,2024-07-03 21:00:48.133733
2445,10925913.0,5327840,2024-07-03 21:00:48.167100
2446,10926915.0,5327841,2024-07-03 21:00:48.200500
2447,10927916.0,5327842,2024-07-03 21:00:48.233867
2448,10928917.0,5327843,2024-07-03 21:00:48.267233
2449,10929919.0,5327844,2024-07-03 21:00:48.300633
2450,10930920.0,5327845,2024-07-03 21:00:48.334000
2451,10931921.0,5327846,2024-07-03 21:00:48.367367
2452,10932923.0,5327847,2024-07-03 21:00:48.400767
2453,10933924.0,5327848,2024-07-03 21:00:48.434133
2454,10934926.0,5327849,2024-07-03 21:00:48.467533
2455,10935927.0,5327850,2024-07-03 21:00:48.500900
2456,10936928.0,5327851,2024-07-03 21:00:48.534267
2457,10937930.0,5327852,2024-07-03 21:00:48.567667
2458,10938931.0,5327853,2024-07-03 21:00:48.601033
2459,10939933.0,5327854,2024-07-03 21:00:48.634433
2460,10940934.0,5327855,2024-07-03 21:00:48.667800
2461,10941935.0,5327856,2024-07-03 21:00:48.701167
2462,10942937.0,5327857,2024-07-03 21:00:48.734567
2463,10943938.0,5327858,2024-07-03 21:00:48.767933
2464,10944940.0,5327859,2024-07-03 21:00:48.801333
2465,10945941.0,5327860,2024-07-03 21:00:48.834700
2466,10946942.0,5327861,2024-07-03 21:00:48.868067
2467,10947944.0,5327862,2024-07-03 21:00:48.901467
2468,10948945.0,5327863,2024-07-03 21:00:48.934833
2469,10949947.0,5327864,2024-07-03 21:00:48.968233
2470,10950948.0,5327865,2024-07-03 21:00:49.001600
2471,10951950.0,5327866,2024-07-03 21:00:49.035000
2472,10952951.0,5327867,2024-07-03 21:00:49.068367
2473,10953952.0,5327868,2024-07-03 21:00:49.101733
2474,10954954.0,5327869,2024-07-03 21:00:49.135133
2475,10955955.0,5327870,2024-07-03 21:00:49.168500
2476,10956957.0,5327871,2024-07-03 21:00:49.201900
2477,10957958.0,5327872,2024-07-03 21:00:49.235267
2478,10958960.0,5327873,2024-07-03 21:00:49.268667
2479,10959961.0,5327874,2024-07-03 21:00:49.302033
2480,10960962.0,5327875,2024-07-03 21:00:49.335400
2481,10961964.0,5327876,2024-07-03 21:00:49.368800
2482,10962965.0,5327877,2024-07-03 21:00:49.402167
2483,10963967.0,5327878,2024-07-03 21:00:49.435567
2484,10964968.0,5327879,2024-07-03 21:00:49.468933
2485,10965970.0,5327880,2024-07-03 21:00:49.502333
2486,10966971.0,5327881,2024-07-03 21:00:49.535700
2487,10967972.0,5327882,2024-07-03 21:00:49.569067
2488,10968974.0,5327883,2024-07-03 21:00:49.602467
2489,10969975.0,5327884,2024-07-03 21:00:49.635833
2490,10970977.0,5327885,2024-07-03 21:00:49.669233
2491,10971978.0,5327886,2024-07-03 21:00:49.702600
2492,10972980.0,5327887,2024-07-03 21:00:49.736000
2493,10973981.0,5327888,2024-07-03 21:00:49.769367
2494,10974982.0,5327889,2024-07-03 21:00:49.802733
2495,10975984.0,5327890,2024-07-03 21:00:49.836133
2496,10976985.0,5327891,2024-07-03 21:00:49.869500
2497,10977987.0,5327892,2024-07-03 21:00:49.902900
2498,10978988.0,5327893,2024-07-03 21:00:49.936267
2499,10979990.0,5327894,2024-07-03 21:00:49.969667
2500,10980991.0,5327895,2024-07-03 21:00:50.003033
2501,10981992.0,5327896,2024-07-03 21:00:50.036400
2502,10982994.0,5327897,2024-07-03 21:00:50.069800
2503,10983995.0,5327898,2024-07-03 21:00:50.103167
2504,10984997.0,5327899,2024-07-03 21:00:50.136567
2505,10985998.0,5327900,2024-07-03 21:00:50.169933
2506,10987000.0,5327901,2024-07-03 21:00:50.203333
2507,10988000.0,5327902,2024-07-03 21:00:50.236667
2508,10989002.0,5327903,2024-07-03 21:00:50.270067
2509,10990003.0,5327904,2024-07-03 21:00:50.303433
2510,10991005.0,5327905,2024-07-03 21:00:50.336833
2511,10992006.0,5327906,2024-07-03 21:00:50.370200
2512,10993008.0,5327907,2024-07-03 21:00:50.403600
2513,10994009.0,5327908,2024-07-03 21:00:50.436967
2514,10995011.0,5327909,2024-07-03 21:00:50.470367
2515,10996012.0,5327910,2024-07-03 21:00:50.503733
2516,10997014.0,5327911,2024-07-03 21:00:50.537133
2517,10998015.0,5327912,2024-07-03 21:00:50.570500
2518,10999016.0,5327913,2024-07-03 21:00:50.603867
2519,11000018.0,5327914,2024-07-03 21:00:50.637267
2520,11001019.0,5327915,2024-07-03 21:00:50.670633
2521,11002021.0,5327916,2024-07-03 21:00:50.704033
2522,11003022.0,5327917,2024-07-03 21:00:50.737400
2523,11004024.0,5327918,2024-07-03 21:00:50.770800
2524,11005025.0,5327919,2024-07-03 21:00:50.804167
2525,11006026.0,5327920,2024-07-03 21:00:50.837533
2526,11007028.0,5327921,2024-07-03 21:00:50.870933
2527,11008029.0,5327922,2024-07-03 21:00:50.904300
2528,11009031.0,5327923,2024-07-03 21:00:50.937700
2529,11010032.0,5327924,2024-07-03 21:00:50.971067
2530,11011034.0,5327925,2024-07-03 21:00:51.004467
2531,11012035.0,5327926,2024-07-03 21:00:51.037833
2532,11013037.0,5327927,2024-07-03 21:00:51.071233
2533,11014038.0,5327928,2024-07-03 21:00:51.104600
2534,11015039.0,5327929,2024-07-03 21:00:51.137967
2535,11016041.0,5327930,2024-07-03 21:00:51.171367
2536,11017042.0,5327931,2024-07-03 21:00:51.204733
2537,11018044.0,5327932,2024-07-03 21:00:51.238133
2538,11019045.0,5327933,2024-07-03 21:00:51.271500
2539,11020047.0,5327934,2024-07-03 21:00:51.304900
2540,11021048.0,5327935,2024-07-03 21:00:51.338267
2541,11022049.0,5327936,2024-07-03 21:00:51.371633
2542,11023051.0,5327937,2024-07-03 21:00:51.405033
2543,11024052.0,5327938,2024-07-03 21:00:51.438400
2544,11025054.0,5327939,2024-07-03 21:00:51.471800
2545,11026055.0,5327940,2024-07-03 21:00:51.505167
2546,11027056.0,5327941,2024-07-03 21:00:51.538533
2547,11028058.0,5327942,2024-07-03 21:00:51.571933
2548,11029059.0,5327943,2024-07-03 21:00:51.605300
2549,11030061.0,5327944,2024-07-03 21:00:51.638700
2550,11031062.0,5327945,2024-07-03 21:00:51.672067
2551,11032064.0,5327946,2024-07-03 21:00:51.705467
2552,11033065.0,5327947,2024-07-03 21:00:51.738833
2553,11034066.0,5327948,2024-07-03 21:00:51.772200
2554,11035068.0,5327949,2024-07-03 21:00:51.805600
2555,11036069.0,5327950,2024-07-03 21:00:51.838967
2556,11037070.0,5327951,2024-07-03 21:00:51.872333
2557,11038072.0,5327952,2024-07-03 21:00:51.905733
2558,11039073.0,5327953,2024-07-03 21:00:51.939100
2559,11040074.0,5327954,2024-07-03 21:00:51.972467
2560,11041076.0,5327955,2024-07-03 21:00:52.005867
2561,11042077.0,5327956,2024-07-03 21:00:52.039233
2562,11043079.0,5327957,2024-07-03 21:00:52.072633
2563,11044080.0,5327958,2024-07-03 21:00:52.106000
2564,11045082.0,5327959,2024-07-03 21:00:52.139400
2565,11046083.0,5327960,2024-07-03 21:00:52.172767
2566,11047085.0,5327961,2024-07-03 21:00:52.206167
2567,11048086.0,5327962,2024-07-03 21:00:52.239533
2568,11049087.0,5327963,2024-07-03 21:00:52.272900
2569,11050089.0,5327964,2024-07-03 21:00:52.306300
2570,11051090.0,5327965,2024-07-03 21:00:52.339667
2571,11052091.0,5327966,2024-07-03 21:00:52.373033
2572,11053093.0,5327967,2024-07-03 21:00:52.406433
2573,11054094.0,5327968,2024-07-03 21:00:52.439800
2574,11055096.0,5327969,2024-07-03 21:00:52.473200
2575,11056097.0,5327970,2024-07-03 21:00:52.506567
2576,11057098.0,5327971,2024-07-03 21:00:52.539933
2577,11058099.0,5327972,2024-07-03 21:00:52.573300
2578,11059101.0,5327973,2024-07-03 21:00:52.606700
2579,11060102.0,5327974,2024-07-03 21:00:52.640067
2580,11061104.0,5327975,2024-07-03 21:00:52.673467
2581,11062105.0,5327976,2024-07-03 21:00:52.706833
2582,11063107.0,5327977,2024-07-03 21:00:52.740233
2583,11064108.0,5327978,2024-07-03 21:00:52.773600
2584,11065109.0,5327979,2024-07-03 21:00:52.806967
2585,11066111.0,5327980,2024-07-03 21:00:52.840367
2586,11067111.0,5327981,2024-07-03 21:00:52.873700
2587,11068113.0,5327982,2024-07-03 21:00:52.907100
2588,11069114.0,5327983,2024-07-03 21:00:52.940467
2589,11070116.0,5327984,2024-07-03 21:00:52.973867
2590,11071117.0,5327985,2024-07-03 21:00:53.007233
2591,11072119.0,5327986,2024-07-03 21:00:53.040633
2592,11073120.0,5327987,2024-07-03 21:00:53.074000
2593,11074122.0,5327988,2024-07-03 21:00:53.107400
2594,11075123.0,5327989,2024-07-03 21:00:53.140767
2595,11076125.0,5327990,2024-07-03 21:00:53.174167
2596,11077126.0,5327991,2024-07-03 21:00:53.207533
2597,11078127.0,5327992,2024-07-03 21:00:53.240900
2598,11079129.0,5327993,2024-07-03 21:00:53.274300
2599,11080130.0,5327994,2024-07-03 21:00:53.307667
2600,11081131.0,5327995,2024-07-03 21:00:53.341033
2601,11082132.0,5327996,2024-07-03 21:00:53.374400
2602,11083134.0,5327997,2024-07-03 21:00:53.407800
2603,11084135.0,5327998,2024-07-03 21:00:53.441167
2604,11085137.0,5327999,2024-07-03 21:00:53.474567
2605,11086138.0,5328000,2024-07-03 21:00:53.507933
2606,11087140.0,5328001,2024-07-03 21:00:53.541333
2607,11088141.0,5328002,2024-07-03 21:00:53.574700
2608,11089143.0,5328003,2024-07-03 21:00:53.608100
2609,11090144.0,5328004,2024-07-03 21:00:53.641467
2610,11091146.0,5328005,2024-07-03 21:00:53.674867
2611,11092147.0,5328006,2024-07-03 21:00:53.708233
2612,11093149.0,5328007,2024-07-03 21:00:53.741633
2613,11094150.0,5328008,2024-07-03 21:00:53.775000
2614,11095151.0,5328009,2024-07-03 21:00:53.808367
2615,11096153.0,5328010,2024-07-03 21:00:53.841767
2616,11097154.0,5328011,2024-07-03 21:00:53.875133
2617,11098156.0,5328012,2024-07-03 21:00:53.908533
2618,11099157.0,5328013,2024-07-03 21:00:53.941900
2619,11100159.0,5328014,2024-07-03 21:00:53.975300
2620,11101160.0,5328015,2024-07-03 21:00:54.008667
2621,11102161.0,5328016,2024-07-03 21:00:54.042033
2622,11103163.0,5328017,2024-07-03 21:00:54.075433
2623,11104164.0,5328018,2024-07-03 21:00:54.108800
2624,11105166.0,5328019,2024-07-03 21:00:54.142200
2625,11106167.0,5328020,2024-07-03 21:00:54.175567
2626,11107169.0,5328021,2024-07-03 21:00:54.208967
2627,11108170.0,5328022,2024-07-03 21:00:54.242333
2628,11109171.0,5328023,2024-07-03 21:00:54.275700
2629,11110173.0,5328024,2024-07-03 21:00:54.309100
2630,11111174.0,5328025,2024-07-03 21:00:54.342467
2631,11112176.0,5328026,2024-07-03 21:00:54.375867
2632,11113177.0,5328027,2024-07-03 21:00:54.409233
2633,11114179.0,5328028,2024-07-03 21:00:54.442633
2634,11115180.0,5328029,2024-07-03 21:00:54.476000
2635,11116182.0,5328030,2024-07-03 21:00:54.509400
2636,11117183.0,5328031,2024-07-03 21:00:54.542767
2637,11118184.0,5328032,2024-07-03 21:00:54.576133
2638,11119186.0,5328033,2024-07-03 21:00:54.609533
2639,11120187.0,5328034,2024-07-03 21:00:54.642900
2640,11121189.0,5328035,2024-07-03 21:00:54.676300
2641,11122190.0,5328036,2024-07-03 21:00:54.709667
2642,11123192.0,5328037,2024-07-03 21:00:54.743067
2643,11124193.0,5328038,2024-07-03 21:00:54.776433
2644,11125194.0,5328039,2024-07-03 21:00:54.809800
2645,11126196.0,5328040,2024-07-03 21:00:54.843200
2646,11127197.0,5328041,2024-07-03 21:00:54.876567
2647,11128198.0,5328042,2024-07-03 21:00:54.909933
2648,11129200.0,5328043,2024-07-03 21:00:54.943333
2649,11130202.0,5328044,2024-07-03 21:00:54.976733
2650,11131203.0,5328045,2024-07-03 21:00:55.010100
2651,11132204.0,5328046,2024-07-03 21:00:55.043467
2652,11133206.0,5328047,2024-07-03 21:00:55.076867
2653,11134207.0,5328048,2024-07-03 21:00:55.110233
2654,11135209.0,5328049,2024-07-03 21:00:55.143633
2655,11136210.0,5328050,2024-07-03 21:00:55.177000
2656,11137211.0,5328051,2024-07-03 21:00:55.210367
2657,11138213.0,5328052,2024-07-03 21:00:55.243767
2658,11139215.0,5328053,2024-07-03 21:00:55.277167
2659,11140216.0,5328054,2024-07-03 21:00:55.310533
2660,11141217.0,5328055,2024-07-03 21:00:55.343900
2661,11142219.0,5328056,2024-07-03 21:00:55.377300
2662,11143220.0,5328057,2024-07-03 21:00:55.410667
2663,11144222.0,5328058,2024-07-03 21:00:55.444067
2664,11145223.0,5328059,2024-07-03 21:00:55.477433
2665,11146225.0,5328060,2024-07-03 21:00:55.510833
2666,11147226.0,5328061,2024-07-03 21:00:55.544200
2667,11148227.0,5328062,2024-07-03 21:00:55.577567
2668,11149229.0,5328063,2024-07-03 21:00:55.610967
2669,11150230.0,5328064,2024-07-03 21:00:55.644333
2670,11151232.0,5328065,2024-07-03 21:00:55.677733
2671,11152233.0,5328066,2024-07-03 21:00:55.711100
2672,11153235.0,5328067,2024-07-03 21:00:55.744500
2673,11154236.0,5328068,2024-07-03 21:00:55.777867
2674,11155237.0,5328069,2024-07-03 21:00:55.811233
2675,11156239.0,5328070,2024-07-03 21:00:55.844633
2676,11157240.0,5328071,2024-07-03 21:00:55.878000
2677,11158241.0,5328072,2024-07-03 21:00:55.911367
2678,11159243.0,5328073,2024-07-03 21:00:55.944767
2679,11160244.0,5328074,2024-07-03 21:00:55.978133
2680,11161245.0,5328075,2024-07-03 21:00:56.011500
2681,11162247.0,5328076,2024-07-03 21:00:56.044900
2682,11163248.0,5328077,2024-07-03 21:00:56.078267
2683,11164250.0,5328078,2024-07-03 21:00:56.111667
2684,11165251.0,5328079,2024-07-03 21:00:56.145033
2685,11166252.0,5328080,2024-07-03 21:00:56.178400
2686,11167254.0,5328081,2024-07-03 21:00:56.211800
2687,11168255.0,5328082,2024-07-03 21:00:56.245167
2688,11169257.0,5328083,2024-07-03 21:00:56.278567
2689,11170258.0,5328084,2024-07-03 21:00:56.311933
2690,11171259.0,5328085,2024-07-03 21:00:56.345300
2691,11172261.0,5328086,2024-07-03 21:00:56.378700
2692,11173262.0,5328087,2024-07-03 21:00:56.412067
2693,11174264.0,5328088,2024-07-03 21:00:56.445467
2694,11175265.0,5328089,2024-07-03 21:00:56.478833
2695,11176266.0,5328090,2024-07-03 21:00:56.512200
2696,11177268.0,5328091,2024-07-03 21:00:56.545600
2697,11178269.0,5328092,2024-07-03 21:00:56.578967
2698,11179270.0,5328093,2024-07-03 21:00:56.612333
2699,11180272.0,5328094,2024-07-03 21:00:56.645733
2700,11181273.0,5328095,2024-07-03 21:00:56.679100
2701,11182275.0,5328096,2024-07-03 21:00:56.712500
2702,11183276.0,5328097,2024-07-03 21:00:56.745867
2703,11184277.0,5328098,2024-07-03 21:00:56.779233
2704,11185279.0,5328099,2024-07-03 21:00:56.812633
2705,11186280.0,5328100,2024-07-03 21:00:56.846000
2706,11187281.0,5328101,2024-07-03 21:00:56.879367
2707,11188283.0,5328102,2024-07-03 21:00:56.912767
2708,11189284.0,5328103,2024-07-03 21:00:56.946133
2709,11190286.0,5328104,2024-07-03 21:00:56.979533
2710,11191287.0,5328105,2024-07-03 21:00:57.012900
2711,11192288.0,5328106,2024-07-03 21:00:57.046267
2712,11193290.0,5328107,2024-07-03 21:00:57.079667
2713,11194291.0,5328108,2024-07-03 21:00:57.113033
2714,11195293.0,5328109,2024-07-03 21:00:57.146433
2715,11196294.0,5328110,2024-07-03 21:00:57.179800
2716,11197295.0,5328111,2024-07-03 21:00:57.213167
2717,11198297.0,5328112,2024-07-03 21:00:57.246567
2718,11199298.0,5328113,2024-07-03 21:00:57.279933
2719,11200300.0,5328114,2024-07-03 21:00:57.313333
2720,11201301.0,5328115,2024-07-03 21:00:57.346700
2721,11202302.0,5328116,2024-07-03 21:00:57.380067
2722,11203304.0,5328117,2024-07-03 21:00:57.413467
2723,11204305.0,5328118,2024-07-03 21:00:57.446833
2724,11205306.0,5328119,2024-07-03 21:00:57.480200
2725,11206308.0,5328120,2024-07-03 21:00:57.513600
2726,11207309.0,5328121,2024-07-03 21:00:57.546967
2727,11208311.0,5328122,2024-07-03 21:00:57.580367
2728,11209312.0,5328123,2024-07-03 21:00:57.613733
2729,11210314.0,5328124,2024-07-03 21:00:57.647133
2730,11211315.0,5328125,2024-07-03 21:00:57.680500
2731,11212316.0,5328126,2024-07-03 21:00:57.713867
2732,11213318.0,5328127,2024-07-03 21:00:57.747267
2733,11214319.0,5328128,2024-07-03 21:00:57.780633
2734,11215321.0,5328129,2024-07-03 21:00:57.814033
2735,11216322.0,5328130,2024-07-03 21:00:57.847400
2736,11217323.0,5328131,2024-07-03 21:00:57.880767
2737,11218325.0,5328132,2024-07-03 21:00:57.914167
2738,11219326.0,5328133,2024-07-03 21:00:57.947533
2739,11220327.0,5328134,2024-07-03 21:00:57.980900
2740,11221329.0,5328135,2024-07-03 21:00:58.014300
2741,11222330.0,5328136,2024-07-03 21:00:58.047667
2742,11223331.0,5328137,2024-07-03 21:00:58.081033
2743,11224333.0,5328138,2024-07-03 21:00:58.114433
2744,11225334.0,5328139,2024-07-03 21:00:58.147800
2745,11226335.0,5328140,2024-07-03 21:00:58.181167
2746,11227337.0,5328141,2024-07-03 21:00:58.214567
2747,11228338.0,5328142,2024-07-03 21:00:58.247933
2748,11229340.0,5328143,2024-07-03 21:00:58.281333
2749,11230341.0,5328144,2024-07-03 21:00:58.314700
2750,11231343.0,5328145,2024-07-03 21:00:58.348100
2751,11232344.0,5328146,2024-07-03 21:00:58.381467
2752,11233345.0,5328147,2024-07-03 21:00:58.414833
2753,11234347.0,5328148,2024-07-03 21:00:58.448233
2754,11235348.0,5328149,2024-07-03 21:00:58.481600
2755,11236349.0,5328150,2024-07-03 21:00:58.514967
2756,11237351.0,5328151,2024-07-03 21:00:58.548367
2757,11238352.0,5328152,2024-07-03 21:00:58.581733
2758,11239354.0,5328153,2024-07-03 21:00:58.615133
2759,11240355.0,5328154,2024-07-03 21:00:58.648500
2760,11241357.0,5328155,2024-07-03 21:00:58.681900
2761,11242358.0,5328156,2024-07-03 21:00:58.715267
2762,11243359.0,5328157,2024-07-03 21:00:58.748633
2763,11244361.0,5328158,2024-07-03 21:00:58.782033
2764,11245362.0,5328159,2024-07-03 21:00:58.815400
2765,11246363.0,5328160,2024-07-03 21:00:58.848767
2766,11247365.0,5328161,2024-07-03 21:00:58.882167
2767,11248366.0,5328162,2024-07-03 21:00:58.915533
2768,11249368.0,5328163,2024-07-03 21:00:58.948933
2769,11250370.0,5328164,2024-07-03 21:00:58.982333
2770,11251371.0,5328165,2024-07-03 21:00:59.015700
2771,11252372.0,5328166,2024-07-03 21:00:59.049067
2772,11253374.0,5328167,2024-07-03 21:00:59.082467
2773,11254375.0,5328168,2024-07-03 21:00:59.115833
2774,11255377.0,5328169,2024-07-03 21:00:59.149233
2775,11256378.0,5328170,2024-07-03 21:00:59.182600
2776,11257379.0,5328171,2024-07-03 21:00:59.215967
2777,11258381.0,5328172,2024-07-03 21:00:59.249367
2778,11259382.0,5328173,2024-07-03 21:00:59.282733
2779,11260383.0,5328174,2024-07-03 21:00:59.316100
2780,11261385.0,5328175,2024-07-03 21:00:59.349500
2781,11262386.0,5328176,2024-07-03 21:00:59.382867
2782,11263388.0,5328177,2024-07-03 21:00:59.416267
2783,11264389.0,5328178,2024-07-03 21:00:59.449633
2784,11265390.0,5328179,2024-07-03 21:00:59.483000
2785,11266392.0,5328180,2024-07-03 21:00:59.516400
2786,11267394.0,5328181,2024-07-03 21:00:59.549800
2787,11268395.0,5328182,2024-07-03 21:00:59.583167
2788,11269396.0,5328183,2024-07-03 21:00:59.616533
2789,11270398.0,5328184,2024-07-03 21:00:59.649933
2790,11271399.0,5328185,2024-07-03 21:00:59.683300
2791,11272401.0,5328186,2024-07-03 21:00:59.716700
2792,11273402.0,5328187,2024-07-03 21:00:59.750067
2793,11274404.0,5328188,2024-07-03 21:00:59.783467
2794,11275405.0,5328189,2024-07-03 21:00:59.816833
2795,11276406.0,5328190,2024-07-03 21:00:59.850200
2796,11277408.0,5328191,2024-07-03 21:00:59.883600
2797,11278409.0,5328192,2024-07-03 21:00:59.916967
2798,11279411.0,5328193,2024-07-03 21:00:59.950367
2799,11280412.0,5328194,2024-07-03 21:00:59.983733
2800,11281413.0,5328195,2024-07-03 21:01:00.017100
2801,11282415.0,5328196,2024-07-03 21:01:00.050500
2802,11283416.0,5328197,2024-07-03 21:01:00.083867
2803,11284417.0,5328198,2024-07-03 21:01:00.117233
2804,11285419.0,5328199,2024-07-03 21:01:00.150633
