InsertionReason,TimeStamps,UnparsedData
129,4606714,96
129,4606717,101
129,4606720,35
129,4606723,0
129,4606726,0
129,4607716,97
129,4607719,101
129,4607722,35
129,4607725,0
129,4607728,0
129,4608720,101
129,4608723,35
129,4608727,0
129,4608730,0
